,carat,cut,color,clarity,depth,table,x,y,z,cut_,clarity_,color_,price_predicted
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,2,3,4,9258.592099955216
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,3,4,3,7907.104239504225
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,3,3,7,5238.132693831252
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,4,7,4,1292.441631307775
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,5,7,5,1217.2938111824585
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,4,7,6,1073.5169008306095
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,4,4,7,640.6988586130951
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,5,5,2,6253.62896426144
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,4,6,6,1106.9124700885484
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,4,6,4,1092.4107499263819
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,2,3,7,1366.3501587608591
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,5,4,6,667.1091800431866
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,2,2,7,11514.478112270323
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,5,3,3,6822.193546539655
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,2,4,7,5784.860292653297
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,4,4,2,10461.385150316748
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,3,4,5,886.1578229547357
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,5,5,1,21147.005025224735
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4,3,5,4997.994333607205
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,4,7,3,705.0168451515725
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,5,5,1,15840.728274896874
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2,3,5,2345.3652955485773
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,1,1,2,2004.250268526807
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,3,4,3,10853.54377262712
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,4,7,6,960.9416713623851
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,4,3,6,11208.78674321797
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,3,6,7,578.3745303697914
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,4,3,7,5486.1677874316165
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,3,3,7,1022.9420476425151
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,4,1,3,2656.8933135383763
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,5,2,2,7482.116747560254
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,3,5,4,5840.916611414478
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,4,2,1,14622.716659961436
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,3,3,7,2676.3051236757638
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,5,4,4,4910.435601402142
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,5,2,6,507.7712968105292
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,4,2,1,3935.5120476044026
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,4,2,2,14541.762409283583
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,5,8,4,686.5766022726336
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,5,3,2,8552.26018481595
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,2,5,7,1147.065723479219
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,3,2,5,10667.417335556795
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,2,2,1,9006.932078996482
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,5,4,7,654.5279060377005
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,3,4,6,1869.6981618908055
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,4,7,6,960.9416713623851
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,5,6,4,8688.386734482898
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,3,3,1,6638.59550863416
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,5,5,5,622.6580997117773
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3,5,6,3276.9995505620745
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,4,2,3,595.35016090497
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,5,4,6,1766.606526406253
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,4,3,3,18309.72128798884
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,5,5,3,10054.979282187855
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,3,7,5,742.8098494130086
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4,2,7,4946.034276836923
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,5,7,6,926.4251025573989
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,4,4,4,619.5983193909709
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,4,4,7,298.6200995028274
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,5,4,3,2551.616644687133
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,5,5,6,2038.1203405258427
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,5,7,2,3064.044024510122
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,5,7,4,9355.61435374432
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,4,3,6,5256.86375770385
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,5,6,4,1170.4737703249655
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,2,2,5,8209.163139873268
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3,2,2,3281.2104371278406
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,5,3,2,598.066992550747
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,4,4,5,866.2872255420571
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2,5,3,2197.733392195085
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,3,3,2,13782.432725460036
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,5,4,4,8735.202902298286
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,3,6,4,6375.092297531134
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,4,3,3,15850.928879425344
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,3,3,1,860.0773843294368
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,3,4,6,1743.7496099199798
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,3,4,4,5247.664592615047
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,4,7,6,854.2328630990274
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,5,7,4,1033.5825605694133
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,4,5,3,599.8751276739187
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,4,6,4,3931.859344569091
354,1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,4,3,3,9135.846845915708
355,0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,3,2,6,918.7584863281099
356,0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,5,2,5,1431.489483404874
357,1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,2,2,2,2987.0940166563455
358,0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,1,2,4,1744.370357487642
359,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,5,2,3,1929.1286690306829
360,0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,5,8,3,2260.0293231225405
361,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,2,3,5,4677.215812762614
362,0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,4,5,3,636.825840169951
363,0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4,2,6,3779.8700890361238
364,1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,5,5,5,8060.281695761802
365,0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2,5,6,2358.2011814138928
366,1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5,3,7,5604.582973430186
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,3,6,2,1507.580125880269
368,0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,5,8,3,721.9341955910606
369,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,4,3,4,900.5190848584401
370,0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,5,8,4,935.4788428282686
371,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,4,8,3,845.581089116241
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,4,6,4,1877.6460608896564
373,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,5,8,4,8567.84370837875
374,0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,4,7,4,1413.6918724037253
375,0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,5,5,6,1895.7334121518861
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,4,6,3,615.5384866711253
377,0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,5,5,6,742.526322437769
378,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,5,5,2,885.0736957732842
379,0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,4,3,7,2751.01001306986
380,1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,5,2,1,3723.031566308783
381,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,4,5,3,674.8101515369526
382,0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,2,4,3,2595.1975391314622
383,0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,5,7,5,1469.7051838050495
384,0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,5,5,4,1123.4312948098118
385,0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,5,5,5,1087.6672200988123
386,1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,3,3,3,8887.75889825173
387,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,5,4,6,750.4429273842812
388,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,5,2,4,3877.6820501976063
389,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,4,4,4,7817.267216393873
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,5,6,4,3447.7726052426565
391,0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,4,3,4,1250.4194113048536
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,5,6,6,1073.9505771800038
393,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,5,7,5,987.3020219157522
394,0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,5,2,6,2337.426570110118
395,1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,5,2,3,5368.548784095584
396,0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,4,7,5,1503.8208071629615
397,0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4,4,2,3583.1097316917853
398,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,4,1,7,3867.725539451856
399,0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,3,4,6,1682.321780537729
400,1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,3,3,6,5502.096153072422
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,5,6,7,1366.7099008656671
402,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,5,4,5,634.2580016206368
403,0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,5,8,5,1637.967659715327
404,0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,5,5,6,2111.1239827880595
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,4,6,7,3337.2228995069536
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2,6,2,2606.629259359827
407,0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,2,4,5,581.0097059132103
408,0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,3,4,6,1621.9279756068008
409,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,5,2,3,1368.6207194539136
410,0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,5,3,4,1375.3060593696198
411,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,5,4,1,8305.40662716652
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,5,6,6,761.9144514277426
413,0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3,4,6,2944.160250104228
414,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,5,4,6,4962.304355450282
415,1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,3,3,7,5337.1884831723155
416,1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,5,3,5,11575.460545043195
417,0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,5,3,5,552.4560974560704
418,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,5,3,4,800.1503345004247
419,1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,4,2,7,4685.779550738321
420,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,5,4,6,3091.6634218202435
421,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,4,1,2,2462.2188426638663
422,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,5,4,5,1740.9404827566004
423,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,4,4,5,5631.549408049592
424,0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,4,3,3,1288.5334706362116
425,1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,2,2,3,3280.0853016831406
426,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,5,2,3,13454.464886134234
427,1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,3,2,4,4268.446452453943
428,0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,5,3,5,3063.549681076588
429,0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,4,4,3,606.2708260613398
430,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,5,4,5,1073.6751684445694
431,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,5,4,5,596.2863135645562
432,1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,2,2,6,4049.467928086831
433,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,4,4,6,3360.1259149578436
434,0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,3,3,6,1628.5583268948628
435,0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,5,5,6,1895.7334121518861
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,3,6,4,6256.773485736288
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,3,6,6,2271.391042665402
438,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,5,4,3,18417.00375331588
439,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,5,4,6,708.201331356117
440,0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,4,3,7,593.6040841823358
441,0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,4,4,5,738.7920845500844
442,0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,5,5,4,704.5298289108629
443,0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,3,2,2,1557.1260911361528
444,0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,4,5,6,726.8380200257733
445,0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,4,2,5,2232.6010443871414
446,1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,4,5,5,10272.333189883391
447,0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,5,8,4,882.8217813387529
448,2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,5,4,3,18590.758884672454
449,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,5,3,3,1179.574657633504
450,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,3,3,4,1309.690247374848
451,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,5,3,4,2604.740244797332
452,1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,4,4,3,4888.572716012126
453,0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,5,5,4,1821.6189385877947
454,0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,5,3,6,691.4475299253876
455,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,5,3,3,1363.4959038826403
456,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,4,4,7,3418.007735741209
457,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,5,4,1,998.9518265529489
458,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,3,3,4,556.3478728939136
459,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,2,3,2,14268.786272302536
460,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,5,5,6,2185.3308713103033
461,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5,4,6,6165.511646191205
462,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,5,7,4,10931.669469291508
463,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,3,3,6,1361.0417639600762
464,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,4,4,5,1003.2481999980009
465,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,5,4,6,2385.964218705281
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,5,6,5,1304.3475198536817
467,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,5,4,4,1466.5541658228265
468,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,4,4,6,7209.2563162828465
469,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,5,4,5,8365.57205173927
470,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,5,5,5,794.1483606508988
471,1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,2,3,3,8657.120747516277
472,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,4,3,5,2574.050922665829
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,5,6,5,439.25719295924716
474,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,4,2,6,1623.250982720172
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2,6,2,1611.7253341561986
476,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,5,3,5,4195.843913245768
477,1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,3,3,6,7074.768220871685
478,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,5,2,3,1122.363229117725
479,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,3,5,5399.032129140642
480,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,4,2,3,914.9803082439341
481,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,5,7,4,980.191231004256
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,4,6,4,10236.606245943809
483,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,5,8,2,1057.4298961166803
484,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,2,3,3404.686019006183
485,1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,2,2,6,4049.467928086831
486,1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,2,3,6,4828.167486056365
487,1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,4,5,3,7549.751732504812
488,1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,4,4,3,11021.374369071313
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,5,6,4,2280.110174143124
490,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,5,3,4,3944.3731658564534
491,2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,4,2,2,15153.38952838967
492,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,3,3,4,1714.6569577739317
493,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,3,7,3,728.1196809156814
494,1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,4,4,6,5923.233602693603
495,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,5,4,6,1181.7010262995016
496,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,5,8,4,474.0735628758501
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,2,6,7,441.681939198145
498,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,5,3,4,1277.408860571259
499,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,2,2,3,3404.686019006183
500,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,4,5,7,3515.404397751715
501,1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,3,2,4,5452.677609316407
502,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,3,3,4,464.9589012526986
503,1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,3,3,3,9225.378512457559
504,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,5,4,4,670.7263656962352
505,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,5,5,7,2439.298880396669
506,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,5,3,7,1074.1917024476847
507,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,5,3,4,879.1508433551511
508,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,3,4,2,15823.190798643049
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,5,6,4,724.3442788129485
510,1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,1,3,2,3332.920120950108
511,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,5,3,6,581.0703739520415
512,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,2,5,1,2240.484774798273
513,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,2,2,6,741.7075715017213
514,1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,4,3,4,5707.992139724281
515,1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,3,2,5,4540.578265153969
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,5,6,2,2845.5212506456933
517,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,5,3,6,2692.9235489378793
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4,6,1,3592.5575584285853
519,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,2,4,5,653.5881045977571
520,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,5,2,5,22290.200409596484
521,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,5,5,4,2675.095598168802
522,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,3,2,7,4311.77498080815
523,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,3,3,6,5209.86009405938
524,1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,5,2,5,4202.9049555080455
525,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,2,3,4,2835.0009375701775
526,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,5,4,6,1181.7010262995016
527,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,4,2,5,860.6997235429315
528,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,5,5,6,4017.4494181745913
529,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,3,5,7,693.7649288657228
530,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,4,4,6,3446.125548731903
531,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,5,4,5,634.2580016206368
532,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,4,2,2,6470.488225554602
533,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4,5,2,6019.905941931985
534,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,5,5,4,623.9193426589744
535,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,3,8,3,416.87944647170264
536,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3,3,3,2173.7759001440786
537,1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,4,2,4,3867.5329582585814
538,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,2,8,6,612.0447467365941
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,4,6,4,9496.75786998819
540,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3,3,6,2920.1581077288406
541,1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,5,4,4,6582.523123590308
542,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,3,4,1,1138.270938851086
543,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4,5,4,4933.8608723330235
544,1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,3,2,3,3539.3936866734016
545,2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,3,2,3,15046.361366208184
546,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,5,3,6,653.6563511487283
